x,committed,heapTotal,heapUsed,external,rss
1052.825,32325.632,32604.16,31144.472,0.326,55616
1053.838,32571.392,32604.16,31203.684,0.377,55680
1054.851,32571.392,32604.16,31262.812,0.428,55712
1055.87,32571.392,32604.16,31321.924,0.479,55776
1056.889,32325.632,32604.16,31185.516,0.275,55376
1057.912,32325.632,32604.16,31244.724,0.326,55264
1058.924,32571.392,32604.16,31303.98,0.377,55312
1059.939,32571.392,32604.16,31363.128,0.427,30800
1060.951,32571.392,32604.16,31422.26,0.478,30848
1061.97,32571.392,32604.16,31481.392,0.528,30576
1062.977,32587.776,32866.304,31305.824,0.275,30416
1063.994,32587.776,32866.304,31364.956,0.327,30480
1065.009,32833.536,32866.304,31424.092,0.379,30528
1066.028,32833.536,32866.304,31483.224,0.431,30592
1067.046,32833.536,32866.304,31542.356,0.483,30672
1068.049,32587.776,32866.304,31403.096,0.535,31008
1069.057,32587.776,32866.304,31462.228,0.278,31072
1070.062,32833.536,32866.304,31521.396,0.33,31136
1071.075,32833.536,32866.304,31580.528,0.381,31200
1072.085,32833.536,32866.304,31639.66,0.433,31248
1073.098,32833.536,32866.304,31698.792,0.484,31312
1074.104,32849.92,33128.448,31526.38,0.277,31312
1075.114,32849.92,33128.448,31585.492,0.327,31376
1076.123,33095.68,33128.448,31644.744,0.378,31424
1077.128,33095.68,33128.448,31703.876,0.429,31488
1078.145,33095.68,33128.448,31763.024,0.48,31552
1079.157,33112.064,33390.592,31654.204,0.53,31552
1080.169,33112.064,33390.592,31713.316,0.277,31600
1081.183,33357.824,33390.592,31772.456,0.329,31664
1082.194,33357.824,33390.592,31831.588,0.381,31712
1083.209,33357.824,33390.592,31890.72,0.433,31792
1084.222,33357.824,33390.592,31949.852,0.484,31856
1085.237,33112.064,33390.592,31746.936,0.277,31696
1086.247,33112.064,33390.592,31806.068,0.329,31744
1087.262,33357.824,33390.592,31865.284,0.381,31808
1088.276,33357.824,33390.592,31924.416,0.433,31872
1089.291,33357.824,33390.592,31983.548,0.485,31936
1090.308,33112.064,33390.592,31844.16,0.537,31792
1091.324,33112.064,33390.592,31903.272,0.277,31872
1092.339,33357.824,33390.592,31962.388,0.329,31920
1093.356,33357.824,33390.592,32021.52,0.381,31968
1094.371,33357.824,33390.592,32080.668,0.432,32032
1095.383,33357.824,33390.592,32139.8,0.484,32112
1096.39,33374.208,33652.736,31998.26,0.275,32000
1097.407,33374.208,33652.736,32057.388,0.325,32048
1098.423,33619.968,33652.736,32116.552,0.377,32096
1099.428,33619.968,33652.736,32175.7,0.429,32176
1100.446,33619.968,33652.736,32234.832,0.479,32240
1101.452,33374.208,33652.736,32064.676,0.531,32320
1102.461,33374.208,33652.736,32123.808,0.278,32368
1103.475,33619.968,33652.736,32183.008,0.33,32448
1104.479,33619.968,33652.736,32242.156,0.381,32512
1105.488,33619.968,33652.736,32301.288,0.433,32560
1106.5,33619.968,33652.736,32360.42,0.485,32624
1107.512,33374.208,33652.736,32187.952,0.274,32496
1108.525,33374.208,33652.736,32247.084,0.326,32544
1109.535,33619.968,33652.736,32306.324,0.378,32592
1110.548,33619.968,33652.736,32365.456,0.43,32656
1111.564,33619.968,33652.736,32424.588,0.481,32736
1112.568,33619.968,33652.736,32483.72,0.533,32768
1113.575,33636.352,33914.88,32339.044,0.276,32896
1114.592,33882.112,33914.88,32398.2,0.327,32960
1115.607,33882.112,33914.88,32457.344,0.376,33040
1116.622,33882.112,33914.88,32516.568,0.427,33088
1117.637,33882.112,33914.88,32575.716,0.478,33152
1118.645,33636.352,33914.88,32408.488,0.276,32992
1119.652,33636.352,33914.88,32467.636,0.327,33040
1120.67,33882.112,33914.88,32526.872,0.378,33104
1121.685,33882.112,33914.88,32586.016,0.428,33168
1122.703,33882.112,33914.88,32645.164,0.479,33248
1123.717,33882.112,33914.88,32704.312,0.53,33296
1124.729,33898.496,34177.024,32528.728,0.275,33168
1125.745,33898.496,34177.024,32587.876,0.327,33232
1126.76,34144.256,34177.024,32647.028,0.379,33280
1127.776,34144.256,34177.024,32706.172,0.43,33328
1128.793,34144.256,34177.024,32765.32,0.481,33408
1129.809,34160.64,34439.168,32656.308,0.532,33312
1130.817,34160.64,34439.168,32715.456,0.277,33360
1131.823,34406.4,34439.168,32774.604,0.328,33424
1132.832,34406.4,34439.168,32833.752,0.378,33504
1133.845,34406.4,34439.168,32892.9,0.428,33552
1134.853,34406.4,34439.168,32952.06,0.476,33616
1135.872,34160.64,34439.168,32749.28,0.274,33472
1136.884,34160.64,34439.168,32808.428,0.324,33536
1137.899,34406.4,34439.168,32867.584,0.375,33584
1138.915,34406.4,34439.168,32926.732,0.425,33648
1139.922,34406.4,34439.168,32985.88,0.475,33712
1140.933,34406.4,34439.168,33045.024,0.524,33776
1141.942,34160.64,34439.168,32866.496,0.574,33600
1142.958,34160.64,34439.168,32925.644,0.277,33632
1143.969,34406.4,34439.168,32984.804,0.328,33696
1144.984,34406.4,34439.168,33043.952,0.378,33776
1145.99,34406.4,34439.168,33103.064,0.428,33840
1147.003,34406.4,34439.168,33162.188,0.477,33888
1148.014,34422.784,34701.312,33020.384,0.275,33776
1149.028,34422.784,34701.312,33079.512,0.327,33840
1150.035,34668.544,34701.312,33138.648,0.379,33888
1151.045,34668.544,34701.312,33197.76,0.431,33952
1152.057,34668.544,34701.312,33256.892,0.482,34000
1153.066,34422.784,34701.312,33086.94,0.534,33872
1154.076,34422.784,34701.312,33146.088,0.277,33920
1155.086,34668.544,34701.312,33205.22,0.329,33984
1156.097,34668.544,34701.312,33264.368,0.38,34048
1157.103,34668.544,34701.312,33323.5,0.431,34112
1158.117,34668.544,34701.312,33382.632,0.481,34176
1159.125,34422.784,34701.312,33210.256,0.277,34016
1160.136,34422.784,34701.312,33269.388,0.329,34064
1161.142,34668.544,34701.312,33328.588,0.381,34112
1162.153,34668.544,34701.312,33387.7,0.433,34192
1163.165,34668.544,34701.312,33446.832,0.483,34256
1164.185,34668.544,34701.312,33505.964,0.535,34288
1165.195,34684.928,34963.456,33361.424,0.277,34160
1166.209,34930.688,34963.456,33420.688,0.329,34240
1167.221,34930.688,34963.456,33479.836,0.381,34304
1168.236,34930.688,34963.456,33538.968,0.433,34352
1169.251,34930.688,34963.456,33598.116,0.485,29888
1170.279,34684.928,34963.456,33430.776,0.277,29888
1171.285,34684.928,34963.456,33489.888,0.329,29936
1172.289,34930.688,34963.456,33549.152,0.381,29600
1173.305,34930.688,34963.456,33608.284,0.433,29440
1174.311,34930.688,34963.456,33667.432,0.485,29440
1175.328,34930.688,34963.456,33726.544,0.537,29488
1176.342,34947.072,35225.6,33551.004,0.277,29344
1177.35,34947.072,35225.6,33610.136,0.327,29408
1178.365,35192.832,35225.6,33669.276,0.376,29472
1179.378,35192.832,35225.6,33728.424,0.426,29520
1180.392,35192.832,35225.6,33787.556,0.476,29584
1181.407,35209.216,35487.744,33678.62,0.526,29504
1182.423,35209.216,35487.744,33737.752,0.277,29568
1183.439,35454.976,35487.744,33796.916,0.329,29632
1184.444,35454.976,35487.744,33856.048,0.381,29696
1185.462,35454.976,35487.744,33915.196,0.433,29744
1186.478,35454.976,35487.744,33974.328,0.485,29824
1187.496,35209.216,35487.744,33771.592,0.277,29664
1188.51,35209.216,35487.744,33830.724,0.329,29712
1189.463,35454.976,35487.744,33889.9,0.38,29392
1190.479,35454.976,35487.744,33949.044,0.429,28544
1191.491,35454.976,35487.744,34008.192,0.481,27536
1192.506,35454.976,35487.744,34067.324,0.533,27504
1193.522,35209.216,35487.744,33888.844,0.585,27568
1194.536,35209.216,35487.744,33947.976,0.278,27504
1195.552,35454.976,35487.744,34007.104,0.33,27600
1196.565,35454.976,35487.744,34066.252,0.381,27664
1197.582,35454.976,35487.744,34125.384,0.433,27728
1198.592,35454.976,35487.744,34184.516,0.485,27792
1199.601,35471.36,35749.888,34043.152,0.277,27776
1200.613,35471.36,35749.888,34102.284,0.328,27824
1201.628,35717.12,35749.888,34161.46,0.379,27856
1202.637,35717.12,35749.888,34220.592,0.429,27936
1203.654,35717.12,35749.888,34279.724,0.48,28000
1204.671,35471.36,35749.888,34109.376,0.53,27888
1205.679,35471.36,35749.888,34168.524,0.276,27936
1206.696,35717.12,35749.888,34227.7,0.327,28000
1207.718,35717.12,35749.888,34286.824,0.376,27984
1208.728,35717.12,35749.888,34345.972,0.427,28032
1209.744,35717.12,35749.888,34405.104,0.478,28096
1210.761,35471.36,35749.888,34232.648,0.276,27936
1211.775,35471.36,35749.888,34291.76,0.327,28896
1212.79,35946.496,36012.032,34562.096,0.377,29904
1213.807,35946.496,36012.032,34621.24,0.428,29968
1214.822,35946.496,36012.032,34680.372,0.479,30048
1215.838,35946.496,36012.032,34739.504,0.531,30112
1216.839,35962.88,36274.176,34574.092,0.277,30224
1217.86,35962.88,36274.176,34633.224,0.328,30272
1218.883,36208.64,36274.176,34692.356,0.378,30336
1219.898,36208.64,36274.176,34751.564,0.429,30304
1220.918,36208.64,36274.176,34810.696,0.48,30368
1221.937,35962.88,36274.176,34661.304,0.53,30288
1222.943,35962.88,36274.176,34720.436,0.276,30352
1223.962,36208.64,36274.176,34779.72,0.327,30416
1224.984,36208.64,36274.176,34838.908,0.377,30480
1226.002,36208.64,36274.176,34898.036,0.428,30528
1227.018,36208.64,36274.176,34957.148,0.479,30592
1228.034,36225.024,36536.32,34784.512,0.276,30656
1229.047,36225.024,36536.32,34843.644,0.327,30704
1230.061,36470.784,36536.32,34902.792,0.378,30752
1231.083,36470.784,36536.32,34961.924,0.429,30240
1232.097,36470.784,36536.32,35021.056,0.48,30320
1233.11,36470.784,36536.32,35080.188,0.53,30368
1234.126,36487.168,36798.464,34932.128,0.579,30256
1235.146,36732.928,36798.464,34991.32,0.278,30288
1236.158,36732.928,36798.464,35050.432,0.329,30336
1237.181,36732.928,36798.464,35109.544,0.381,30400
1238.21,36732.928,36798.464,35168.676,0.433,30400
1239.226,36487.168,36798.464,35005.024,0.276,30272
1240.232,36487.168,36798.464,35064.136,0.328,29584
1241.244,36732.928,36798.464,35123.292,0.38,29632
1242.271,36732.928,36798.464,35182.404,0.431,29696
1243.292,36732.928,36798.464,35241.516,0.483,29744
1244.309,36732.928,36798.464,35300.628,0.535,29824
1245.333,36487.168,36798.464,35122.196,0.587,29712
1246.347,36487.168,36798.464,35181.324,0.278,29744
1247.363,36732.928,36798.464,35240.44,0.33,29808
1248.38,36732.928,36798.464,35299.572,0.38,29872
1249.386,36732.928,36798.464,35358.7,0.43,29712
1250.408,36732.928,36798.464,35417.808,0.479,29760
1251.423,36749.312,37060.608,35276.072,0.277,29648
1252.442,36749.312,37060.608,35335.204,0.329,29680
1253.454,36995.072,37060.608,35394.352,0.381,29760
1254.464,36995.072,37060.608,35453.464,0.433,29824
1255.485,36995.072,37060.608,35512.576,0.485,29872
1256.504,36749.312,37060.608,35342.616,0.537,29728
1257.519,36749.312,37060.608,35401.748,0.278,29792
1258.537,36995.072,37060.608,35460.896,0.33,29856
1259.551,36995.072,37060.608,35520.104,0.381,29920
1260.568,36995.072,37060.608,35579.236,0.433,29968
1261.585,36995.072,37060.608,35638.364,0.485,30048
1262.607,36749.312,37060.608,35465.864,0.277,29888
1263.621,36749.312,37060.608,35524.992,0.329,29936
1264.641,36995.072,37060.608,35584.104,0.381,29984
1265.656,36995.072,37060.608,35643.236,0.433,30064
1266.671,36995.072,37060.608,35702.368,0.485,30128
1267.687,36995.072,37060.608,35761.516,0.537,30176
1268.707,37011.456,37322.752,35616.956,0.277,30032
1269.726,37257.216,37322.752,35676.092,0.329,30112
1270.741,37257.216,37322.752,35735.204,0.381,30192
1271.763,37257.216,37322.752,35794.336,0.433,30240
1272.778,37257.216,37322.752,35853.448,0.485,30304
1273.792,37011.456,37322.752,35683.284,0.537,30176
1274.81,37011.456,37322.752,35742.396,0.278,30160
1275.825,37257.216,37322.752,35801.548,0.329,30208
1276.843,37257.216,37322.752,35860.68,0.381,30272
1277.864,37257.216,37322.752,35919.792,0.432,30336
1278.877,37257.216,37322.752,35978.904,0.484,30400
1279.892,37273.6,37584.896,35806.496,0.277,30256
1280.907,37273.6,37584.896,35865.608,0.327,30304
1281.928,37519.36,37584.896,35924.728,0.377,30368
1282.94,37519.36,37584.896,35983.856,0.428,30432
1283.96,37519.36,37584.896,36042.984,0.478,30496
1284.98,37519.36,37584.896,36102.112,0.528,30320
1285.996,37273.6,37584.896,35923.7,0.578,30176
1287.013,37273.6,37584.896,35982.808,0.274,30176
1288.03,37519.36,37584.896,36041.944,0.324,30240
1289.048,37519.36,37584.896,36101.052,0.374,30304
1290.068,37519.36,37584.896,36160.164,0.425,30368
1291.086,37519.36,37584.896,36219.276,0.476,30432
1292.103,37535.744,37847.04,36046.88,0.276,30176
1293.119,37535.744,37847.04,36105.992,0.326,30224
1294.132,37781.504,37847.04,36165.144,0.377,29296
1295.148,37781.504,37847.04,36224.292,0.428,29328
1296.164,37781.504,37847.04,36283.424,0.479,29392
1297.184,37535.744,37847.04,36144.084,0.53,29296
1298.202,37535.744,37847.04,36203.272,0.276,29264
1299.214,37781.504,37847.04,36262.48,0.327,29344
1300.22,37781.504,37847.04,36321.608,0.377,29408
1301.235,37781.504,37847.04,36380.732,0.427,29456
1302.247,37781.504,37847.04,36439.864,0.478,29520
1303.255,37797.888,38109.184,36298.172,0.276,29456
1304.275,37797.888,38109.184,36357.284,0.328,29488
1305.287,38043.648,38109.184,36416.448,0.38,29552
1306.295,38043.648,38109.184,36475.58,0.431,29360
1307.302,38043.648,38109.184,36534.712,0.482,29440
1308.319,38043.648,38109.184,36593.84,0.534,29472
1309.332,37797.888,38109.184,36387.52,0.276,29472
1310.336,37797.888,38109.184,36446.632,0.327,29536
1311.359,45891.584,45957.12,44331.112,0.379,41856
1312.37,45891.584,45957.12,44390.32,0.43,42432
1313.379,45891.584,45957.12,44449.512,0.478,42560
1314.437,41025.536,42565.632,38972.696,0.226,42832
1315.4,41025.536,42565.632,39047.644,0.278,62992
1316.416,41025.536,42565.632,39106.732,0.328,63040
1317.427,41025.536,42565.632,39165.824,0.38,63088
1318.445,41271.296,42565.632,39224.936,0.431,63136
1319.453,41271.296,42565.632,39284.028,0.483,63200
1320.467,41271.296,42565.632,39343.12,0.535,63264
1321.474,41271.296,42565.632,39402.212,0.586,63328
1322.484,41517.056,42565.632,39461.34,0.638,63360
1323.5,41517.056,42565.632,39520.432,0.689,63424
1324.509,41517.056,42565.632,39579.52,0.739,63488
1325.522,41517.056,42565.632,39638.612,0.79,63552
1326.532,41517.056,42565.632,39697.704,0.841,63584
1327.546,41762.816,42565.632,39756.952,0.893,63648
1328.557,41762.816,42565.632,39816.06,0.945,63696
1329.565,40943.616,41254.912,39333.164,0.277,63072
1330.572,40943.616,41254.912,39392.256,0.329,63136
1331.584,41189.376,41254.912,39451.348,0.381,60880
1332.59,41189.376,41254.912,39510.44,0.433,57600
1333.601,41189.376,41254.912,39569.528,0.483,57152
1334.611,41205.76,41517.056,39394.956,0.278,59488
1335.628,41205.76,41517.056,39454.048,0.329,59536
1336.643,41451.52,41517.056,39513.148,0.38,59584
1337.656,41451.52,41517.056,39572.24,0.43,59648
1338.666,41451.52,41517.056,39631.328,0.479,59696
1339.673,41451.52,41517.056,39690.436,0.53,59760
1340.688,41467.904,41779.2,39546.036,0.276,59728
1341.703,41713.664,41779.2,39605.212,0.326,59760
1342.709,41713.664,41779.2,39664.284,0.376,59840
1343.717,41713.664,41779.2,39723.376,0.426,59888
1344.731,41713.664,41779.2,39782.5,0.476,59968
1345.735,41467.904,41779.2,39612.608,0.524,59840
1346.747,41467.904,41779.2,39671.68,0.277,59904
1347.762,41713.664,41779.2,39730.796,0.326,59952
1348.775,41713.664,41779.2,39789.888,0.376,60016
1349.788,41713.664,41779.2,39848.98,0.426,60064
1350.803,41713.664,41779.2,39908.1,0.475,60128
1351.819,41467.904,41779.2,39735.856,0.274,60032
1352.831,41467.904,41779.2,39794.964,0.324,60080
1353.844,41713.664,41779.2,39854.072,0.374,60128
1354.858,41713.664,41779.2,39913.144,0.424,60192
1355.875,41713.664,41779.2,39972.236,0.474,60256
1356.889,41730.048,42041.344,39863.5,0.524,60432
1357.907,41730.048,42041.344,39928.032,0.277,60976
1358.919,41975.808,42041.344,39987.14,0.329,61024
1359.93,41975.808,42041.344,40046.248,0.38,61088
1360.943,41975.808,42041.344,40105.336,0.43,61136
1361.957,41730.048,42041.344,39938.844,0.481,60992
1362.97,41730.048,42041.344,39997.936,0.279,61056
1363.98,41975.808,42041.344,40057.112,0.33,61104
1364.987,41975.808,42041.344,40116.2,0.38,61152
1366.004,41975.808,42041.344,40175.288,0.429,61216
1367.021,41975.808,42041.344,40234.38,0.481,61280
1368.036,41730.048,42041.344,40062.128,0.277,61120
1369.048,41730.048,42041.344,40121.22,0.329,61168
1370.058,41975.808,42041.344,40180.332,0.38,61216
1371.075,41975.808,42041.344,40239.404,0.431,61280
1372.092,41975.808,42041.344,40298.476,0.483,61344
1373.107,41992.192,42303.488,40189.784,0.535,61232
1374.122,41992.192,42303.488,40248.876,0.279,61280
1375.134,42237.952,42303.488,40307.98,0.331,61344
1376.151,42237.952,42303.488,40367.052,0.382,61408
1377.165,42237.952,42303.488,40426.144,0.434,61456
1378.172,41992.192,42303.488,40262.576,0.278,61376
1379.186,41992.192,42303.488,40321.668,0.33,61440
1380.202,42237.952,42303.488,40380.848,0.381,61488
1381.209,42237.952,42303.488,40439.94,0.433,61552
1382.217,42237.952,42303.488,40499.032,0.484,61600
1383.231,42237.952,42303.488,40558.124,0.536,61664
1384.248,41992.192,42303.488,40379.896,0.588,61504
1385.26,41992.192,42303.488,40438.988,0.279,61552
1386.272,42237.952,42303.488,40498.06,0.33,61600
1387.283,42237.952,42303.488,40557.132,0.38,61664
1388.299,42237.952,42303.488,40616.204,0.431,61728
1389.311,42237.952,42303.488,40675.296,0.483,61776
1390.322,42254.336,42565.632,40533.972,0.278,61872
1391.339,42254.336,42565.632,40593.064,0.33,61904
1392.352,42500.096,42565.632,40652.232,0.381,61968
1393.366,42500.096,42565.632,40711.4,0.433,62032
1394.377,42500.096,42565.632,40770.492,0.483,62096
1395.392,42500.096,42565.632,40829.66,0.535,62128
1396.407,42254.336,42565.632,40623.396,0.277,61952
1397.419,42254.336,42565.632,40682.564,0.329,62016
1398.431,42500.096,42565.632,40741.664,0.381,62064
1399.439,42500.096,42565.632,40800.756,0.433,62112
1400.458,42500.096,42565.632,40859.848,0.485,62176
1401.474,42516.48,42827.776,40720.66,0.537,62048
1402.485,42516.48,42827.776,40779.752,0.277,62112
1403.503,42762.24,42827.776,40838.86,0.328,62160
1404.51,42762.24,42827.776,40897.952,0.378,62224
1405.52,42762.24,42827.776,40957.04,0.428,62272
1406.535,42762.24,42827.776,41016.124,0.477,62336
1407.55,42778.624,43089.92,40874.72,0.277,62256
1408.564,42778.624,43089.92,40933.804,0.326,62304
1409.58,43024.384,43089.92,40993.6,0.377,62352
1410.596,43024.384,43089.92,41052.7,0.425,62416
1411.607,43024.384,43089.92,41111.788,0.474,62480
1412.623,42778.624,43089.92,40941.864,0.525,62336
1413.635,42778.624,43089.92,41000.936,0.278,62368
1414.647,43024.384,43089.92,41060.044,0.329,62432
1415.657,43024.384,43089.92,41119.136,0.38,62496
1416.674,43024.384,43089.92,41178.228,0.43,62544
1417.689,43024.384,43089.92,41237.32,0.48,62608
1418.705,42778.624,43089.92,41065.108,0.275,62448
1419.721,42778.624,43089.92,41124.2,0.326,62512
1420.737,43024.384,43089.92,41183.308,0.375,62560
1421.751,43024.384,43089.92,41242.4,0.426,62640
1422.768,43024.384,43089.92,41301.488,0.475,62640
1423.781,43024.384,43089.92,41360.608,0.526,62688
1424.797,43040.768,43352.064,41214.936,0.577,62560
1425.814,43286.528,43352.064,41274.024,0.279,62592
1426.822,43286.528,43352.064,41333.132,0.331,62656
1427.834,43286.528,43352.064,41392.224,0.383,62704
1428.848,43286.528,43352.064,41451.316,0.435,62768
1429.862,43040.768,43352.064,41285.688,0.278,62624
1430.876,43040.768,43352.064,41344.78,0.33,62688
1431.89,43286.528,43352.064,41403.94,0.38,62752
1432.901,43286.528,43352.064,41463.024,0.429,62800
1433.914,43286.528,43352.064,41522.116,0.481,62848
1434.926,43286.528,43352.064,41581.208,0.533,62912
1435.941,43040.768,43352.064,41403,0.585,62688
1436.955,43040.768,43352.064,41462.076,0.275,62720
1437.969,43286.528,43352.064,41521.184,0.327,62784
1438.98,43286.528,43352.064,41580.292,0.379,62832
1439.994,43286.528,43352.064,41639.472,0.43,62896
1441.011,43286.528,43352.064,41698.564,0.481,62960
1442.027,43302.912,43614.208,41557.06,0.278,62864
1443.042,43302.912,43614.208,41616.152,0.329,62912
1444.058,43548.672,43614.208,41675.336,0.381,62960
1445.074,43548.672,43614.208,41734.408,0.433,63024
1446.09,43548.672,43614.208,41793.5,0.485,63088
1447.101,43302.912,43614.208,41623.516,0.534,62928
1448.114,43302.912,43614.208,41682.608,0.279,62992
1449.127,43548.672,43614.208,41741.728,0.331,63040
1450.141,43548.672,43614.208,41800.8,0.383,63104
1451.155,43548.672,43614.208,41859.892,0.433,63152
1452.169,43548.672,43614.208,41918.984,0.485,63216
1453.185,43565.056,43876.352,41746.72,0.278,63056
1454.198,43565.056,43876.352,41805.812,0.329,63104
1455.213,43810.816,43876.352,41864.96,0.381,63152
1456.227,43810.816,43876.352,41924.032,0.432,63216
1457.239,43810.816,43876.352,41983.104,0.484,63280
1458.256,43827.2,44138.496,41874.376,0.536,63168
1459.277,43827.2,44138.496,41933.468,0.277,63216
1460.289,44072.96,44138.496,41992.556,0.327,63280
1461.303,44072.96,44138.496,42051.644,0.378,63344
1462.318,44072.96,44138.496,42110.784,0.429,63392
1463.336,43827.2,44138.496,41944.216,0.48,63248
1464.355,43827.2,44138.496,42003.304,0.276,63312
1465.37,44072.96,44138.496,42062.492,0.326,63344
1466.386,44072.96,44138.496,42121.576,0.376,63408
1467.4,44072.96,44138.496,42180.668,0.427,63472
1468.417,44072.96,44138.496,42239.752,0.476,63536
1469.422,43827.2,44138.496,42067.468,0.277,63392
1470.441,43827.2,44138.496,42126.54,0.327,63440
1471.457,44072.96,44138.496,42185.66,0.376,63488
1472.477,44072.96,44138.496,42244.732,0.426,63360
1473.487,44072.96,44138.496,42303.804,0.477,63424
1474.495,44089.344,44400.64,42195.124,0.528,63152
1475.513,44089.344,44400.64,42254.212,0.278,63200
1476.528,44335.104,44400.64,42313.284,0.329,63248
1477.542,44335.104,44400.64,42372.372,0.38,63312
1478.559,44335.104,44400.64,42431.444,0.43,63376
1479.573,44335.104,44400.64,42490.536,0.48,63344
1480.586,44089.344,44400.64,42287.856,0.276,63168
1481.597,44089.344,44400.64,42346.928,0.327,63216
1482.61,44335.104,44400.64,42406.1,0.378,63264
1483.62,44335.104,44400.64,42465.164,0.426,63312
1484.637,44335.104,44400.64,42524.248,0.476,63376
1485.651,44089.344,44400.64,42385.012,0.527,63232
1486.666,44089.344,44400.64,42444.12,0.278,63280
1487.684,44335.104,44400.64,42503.32,0.328,63216
1488.697,44335.104,44400.64,42562.392,0.378,62880
1489.721,44335.104,44400.64,42621.484,0.429,62928
1490.734,44335.104,44400.64,42680.632,0.48,62864
1491.751,44351.488,44662.784,42539.072,0.276,62992
1492.769,44351.488,44662.784,42598.172,0.328,63152
1493.785,44597.248,44662.784,42657.348,0.38,63200
1494.803,44597.248,44662.784,42716.42,0.431,63264
1495.821,44597.248,44662.784,42775.492,0.482,63328
1496.838,44351.488,44662.784,42605.408,0.534,63296
1497.856,44351.488,44662.784,42664.5,0.279,63344
1498.872,44597.248,44662.784,42723.672,0.329,63408
1499.885,44597.248,44662.784,42782.76,0.381,63472
1500.899,44597.248,44662.784,42841.908,0.432,63536
1501.915,44597.248,44662.784,42900.98,0.484,63600
1502.929,44613.632,44924.928,42728.576,0.277,63440
1503.944,44613.632,44924.928,42787.724,0.329,63488
1504.959,44859.392,44924.928,42851.68,0.381,63824
1505.977,44859.392,44924.928,42910.736,0.432,63904
1506.99,44859.392,44924.928,42969.868,0.484,63968
1508.006,44613.632,44924.928,42840.988,0.535,63856
1509.023,44613.632,44924.928,42900.044,0.279,63904
1510.041,44859.392,44924.928,42959.112,0.331,63952
1511.06,44859.392,44924.928,43018.168,0.383,64016
1512.08,44859.392,44924.928,43077.22,0.434,64080
1513.096,44859.392,44924.928,43136.272,0.484,64144
1514.108,44875.776,45187.072,42953.84,0.278,64096
1515.125,44875.776,45187.072,43012.896,0.329,64144
1516.138,45121.536,45187.072,43071.98,0.381,64192
1517.15,45121.536,45187.072,43131.036,0.432,64144
1518.165,45121.536,45187.072,43190.068,0.483,64208
1519.183,45121.536,45187.072,43249.14,0.535,64096
1520.198,44875.776,45187.072,43074.084,0.277,63120
1521.205,44875.776,45187.072,43133.14,0.329,62608
1522.224,45121.536,45187.072,43192.192,0.38,62672
1523.241,45121.536,45187.072,43251.264,0.431,62720
1524.256,45121.536,45187.072,43310.3,0.483,62784
1525.274,45137.92,45449.216,43202.58,0.533,62672
1526.289,45137.92,45449.216,43261.692,0.277,62720
1527.309,45383.68,45449.216,43320.744,0.328,62784
1528.31,45383.68,45449.216,43379.78,0.379,62848
1529.323,45383.68,45449.216,43438.808,0.428,62896
1530.339,45383.68,45449.216,43497.844,0.479,62960
1531.358,45137.92,45449.216,43294.464,0.277,62784
1532.371,45137.92,45449.216,43353.5,0.328,62720
1533.386,45383.68,45449.216,43412.54,0.377,62784
1534.395,45383.68,45449.216,43471.592,0.427,62832
1535.403,45383.68,45449.216,43530.644,0.478,62896
1536.419,45137.92,45449.216,43391.684,0.529,62768
1537.431,45137.92,45449.216,43450.72,0.278,62848
1538.451,45383.68,45449.216,43509.76,0.328,62896
1539.455,45383.68,45449.216,43568.796,0.378,62944
1540.472,45383.68,45449.216,43627.852,0.429,63008
1541.482,45383.68,45449.216,43686.908,0.48,36656
1542.486,45400.064,45711.36,43545.916,0.276,36544
1543.497,45400.064,45711.36,43604.972,0.327,36496
1544.506,45645.824,45711.36,43664.116,0.378,36544
1545.518,45645.824,45711.36,43723.152,0.429,36496
1546.53,45645.824,45711.36,43782.204,0.48,36560
1547.547,45400.064,45711.36,43612.136,0.529,36288
1548.552,45400.064,45711.36,43671.192,0.278,36352
1549.557,45645.824,45711.36,43730.248,0.329,36384
1550.572,45645.824,45711.36,43789.304,0.38,36432
1551.583,45645.824,45711.36,43848.36,0.43,36496
1552.596,45645.824,45711.36,43907.392,0.479,36560
1553.613,45662.208,45973.504,43735.292,0.277,36416
1554.628,45662.208,45973.504,43794.348,0.329,36464
1555.643,45907.968,45973.504,43853.444,0.381,36512
1556.66,45907.968,45973.504,43912.516,0.433,36576
1557.667,45907.968,45973.504,43971.568,0.484,36640
1558.683,45924.352,46235.648,43862.984,0.536,36528
1559.698,45924.352,46235.648,43922.04,0.279,36448
1560.714,46170.112,46235.648,43981.104,0.33,36512
1561.73,46170.112,46235.648,44040.14,0.381,36576
1562.746,46170.112,46235.648,44099.172,0.431,30480
1563.76,45924.352,46235.648,43935.78,0.278,30336
1564.773,45924.352,46235.648,43994.832,0.328,30416
1565.782,46170.112,46235.648,44053.952,0.38,30464
1566.799,46170.112,46235.648,44113.008,0.431,30528
1567.812,46170.112,46235.648,44172.064,0.483,30576
1568.82,46170.112,46235.648,44231.12,0.535,30656
1569.834,46170.112,46235.648,44290.172,0.585,30704
1570.848,45924.352,46235.648,44076.112,0.278,30512
1571.854,46170.112,46235.648,44135.332,0.33,30576
1572.871,46170.112,46235.648,44194.368,0.381,30640
1573.886,46170.112,46235.648,44253.424,0.433,30688
1574.902,46170.112,46235.648,44312.48,0.485,30752
1575.918,46186.496,46497.792,44207.192,0.277,30688
