x,committed,heapTotal,heapUsed,external,rss
2101.669,60817.408,60882.944,58643.576,0.382,44672
2102.689,60817.408,60882.944,58702.532,0.434,44736
2103.706,60817.408,60882.944,58761.468,0.486,44800
2104.732,60833.792,61145.088,58620.68,0.278,44800
2105.75,60833.792,61145.088,58679.632,0.329,44864
2106.766,61079.552,61145.088,58738.64,0.38,44912
2107.782,61079.552,61145.088,58797.576,0.43,44896
2108.802,61079.552,61145.088,58856.512,0.481,44944
2109.817,60833.792,61145.088,58687.14,0.533,44880
2110.829,60833.792,61145.088,58746.096,0.278,44928
2111.853,61079.552,61145.088,58805.036,0.33,44992
2112.87,61079.552,61145.088,58864.008,0.381,45056
2113.888,61079.552,61145.088,58922.94,0.432,45104
2114.908,61079.552,61145.088,58981.876,0.483,45168
2115.925,61095.936,61407.232,58810.204,0.278,45440
2116.945,61095.936,61407.232,58869.14,0.33,45488
2117.96,61341.696,61407.232,58928.104,0.38,45536
2118.966,61341.696,61407.232,58987.036,0.43,45600
2119.988,61341.696,61407.232,59045.988,0.481,45664
2121.003,61341.696,61407.232,59104.924,0.533,45696
2122.023,61358.08,61669.376,58961.296,0.278,45568
2123.028,61603.84,61669.376,59020.26,0.329,45632
2124.047,61603.84,61669.376,59079.216,0.379,45680
2125.065,61603.84,61669.376,59138.248,0.43,45744
2126.084,61603.84,61669.376,59197.204,0.48,45808
2127.096,61358.08,61669.376,59027.844,0.53,45488
2128.107,61358.08,61669.376,59086.78,0.277,45552
2129.114,61603.84,61669.376,59145.804,0.327,45584
2130.125,61603.84,61669.376,59204.76,0.378,45648
2131.137,61603.84,61669.376,59263.716,0.428,45648
2132.149,61603.84,61669.376,59322.652,0.479,45712
2133.169,61358.08,61669.376,59150.916,0.277,45600
2134.181,61358.08,61669.376,59209.852,0.328,45648
2135.191,61603.84,61669.376,59268.796,0.379,45696
2136.205,61603.84,61669.376,59327.732,0.43,45760
2137.213,61603.84,61669.376,59386.688,0.48,45712
2138.22,61620.224,61931.52,59278.708,0.53,45632
2139.23,61620.224,61931.52,59337.636,0.276,45680
2140.239,61865.984,61931.52,59396.648,0.326,45744
2141.249,61865.984,61931.52,59455.584,0.377,45792
2142.265,61865.984,61931.52,59514.552,0.428,45856
2143.283,61865.984,61931.52,59573.488,0.479,38128
2144.303,61620.224,61931.52,59371.288,0.277,37952
2145.324,61620.224,61931.52,59430.244,0.328,38000
2146.336,61865.984,61931.52,59489.3,0.379,38048
2147.348,61865.984,61931.52,59548.252,0.428,38032
2148.363,61865.984,61931.52,59607.208,0.479,38096
2149.368,61620.224,61931.52,59468.676,0.53,37936
2150.385,61620.224,61931.52,59527.632,0.277,37904
2151.392,61865.984,61931.52,59586.684,0.328,37952
2152.408,61865.984,61931.52,59645.62,0.379,38016
2153.421,61865.984,61931.52,59704.576,0.429,38064
2154.435,61865.984,61931.52,59763.532,0.48,38128
2155.451,61882.368,62193.664,59622.6,0.276,38016
2156.466,61882.368,62193.664,59681.628,0.326,38048
2157.472,62128.128,62193.664,59740.58,0.378,38112
2158.481,62128.128,62193.664,59799.552,0.429,38144
2159.485,62128.128,62193.664,59858.584,0.481,38192
2160.503,62128.128,62193.664,59917.54,0.533,38240
2161.515,61882.368,62193.664,59712.016,0.277,38064
2162.523,61882.368,62193.664,59770.952,0.329,38064
2163.541,62128.128,62193.664,59829.888,0.381,38128
2164.544,62128.128,62193.664,59888.824,0.433,38176
2165.56,62128.128,62193.664,59947.796,0.485,38240
2166.566,62144.512,62455.808,59812.176,0.277,38128
2167.576,62144.512,62455.808,59871.112,0.329,38176
2168.589,62390.272,62455.808,59930.136,0.381,38224
2169.596,62390.272,62455.808,59989.108,0.433,38288
2170.614,62390.272,62455.808,60048.064,0.485,38336
2171.627,62390.272,62455.808,60107.02,0.537,38400
2172.632,62144.512,62455.808,59932.44,0.277,38256
2173.651,62144.512,62455.808,59991.396,0.328,38304
2174.659,62390.272,62455.808,60050.38,0.38,38368
2175.664,62390.272,62455.808,60109.336,0.43,38032
2176.674,62390.272,62455.808,60168.272,0.481,38064
2177.69,62406.656,62717.952,60029.792,0.533,37856
2178.692,62406.656,62717.952,60088.744,0.278,29568
2179.699,62652.416,62717.952,60147.836,0.33,28800
2180.718,62652.416,62717.952,60206.792,0.381,28848
2181.726,62652.416,62717.952,60265.748,0.433,28912
2182.746,62652.416,62717.952,60324.704,0.485,28624
2183.759,62406.656,62717.952,60152.94,0.278,27808
2184.773,62406.656,62717.952,60211.896,0.329,27856
2185.787,62652.416,62717.952,60270.868,0.381,27920
2186.801,62652.416,62717.952,60329.84,0.433,28000
2187.816,62652.416,62717.952,60388.796,0.484,28064
2188.832,62668.8,62980.096,60282.88,0.536,28240
2189.836,62668.8,62980.096,60341.832,0.276,28288
2190.848,62914.56,62980.096,60400.816,0.326,28352
2191.866,62914.56,62980.096,60459.772,0.377,28416
2192.88,62914.56,62980.096,60518.76,0.428,28480
2193.896,62668.8,62980.096,60353.424,0.275,28384
2194.903,62668.8,62980.096,60412.38,0.325,28464
2195.915,62914.56,62980.096,60471.452,0.374,28512
2196.924,62914.56,62980.096,60530.408,0.425,28576
2197.941,62914.56,62980.096,60589.38,0.476,28624
2198.953,62914.56,62980.096,60648.316,0.526,28688
2199.966,62668.8,62980.096,60470.876,0.577,28528
2200.977,62668.8,62980.096,60529.832,0.277,28560
2201.993,62914.56,62980.096,60588.796,0.327,28624
2203.006,62914.56,62980.096,60647.732,0.378,28688
2204.017,62914.56,62980.096,60706.668,0.429,28768
2205.029,62914.56,62980.096,60765.624,0.48,28816
2206.042,62930.944,63242.24,60624.864,0.276,28752
2207.054,62930.944,63242.24,60683.82,0.327,28800
2208.066,63176.704,63242.24,60742.784,0.377,28880
2209.073,63176.704,63242.24,60801.788,0.428,28944
2210.09,63176.704,63242.24,60860.744,0.479,28992
2211.104,63176.704,63242.24,60919.772,0.529,29040
2212.119,62930.944,63242.24,60714.264,0.277,28880
2213.135,62930.944,63242.24,60773.2,0.328,28944
2214.15,63176.704,63242.24,60832.136,0.377,29008
2215.168,63176.704,63242.24,60891.12,0.427,29056
2216.188,63176.704,63242.24,60950.076,0.477,29136
2217.204,63193.088,63504.384,60811.656,0.528,29136
2218.22,63193.088,63504.384,60870.592,0.279,29200
2219.232,63438.848,63504.384,60934.448,0.33,29376
2220.252,63438.848,63504.384,60993.368,0.381,29168
2221.272,63438.848,63504.384,61052.288,0.433,29216
2222.281,63193.088,63504.384,60947.524,0.485,29120
2223.297,63193.088,63504.384,61006.444,0.279,29168
2224.306,63438.848,63504.384,61065.352,0.331,28800
2225.331,63438.848,63504.384,61124.252,0.383,28816
2226.344,63438.848,63504.384,61183.152,0.435,27664
2227.355,63438.848,63504.384,61242.072,0.487,27424
2228.374,63193.088,63504.384,61039.76,0.278,27536
2229.39,63193.088,63504.384,61098.68,0.329,27584
2230.408,63438.848,63504.384,61157.764,0.379,27504
2231.424,63438.848,63504.384,61216.684,0.431,27568
2232.431,63438.848,63504.384,61275.604,0.483,27664
2233.445,63438.848,63504.384,61334.52,0.535,27712
2234.461,63455.232,63766.528,61160.032,0.277,27536
2235.476,63455.232,63766.528,61218.948,0.329,27600
2236.492,63700.992,63766.528,61277.88,0.381,27664
2237.507,63700.992,63766.528,61336.78,0.432,27696
2238.524,63700.992,63766.528,61395.7,0.483,27760
2239.529,63717.376,64028.672,61291.124,0.276,27712
2240.551,63717.376,64028.672,61350.024,0.328,27760
2241.562,63963.136,64028.672,61408.924,0.38,27824
2242.576,63963.136,64028.672,61467.844,0.431,27888
2243.589,63963.136,64028.672,61526.764,0.483,27936
2244.598,63717.376,64028.672,61325.576,0.535,28016
2245.613,63717.376,64028.672,61384.496,0.279,28352
2246.628,63717.376,64028.672,61443.396,0.331,28064
2247.631,63963.136,64028.672,61502.296,0.383,28112
2248.65,63963.136,64028.672,61561.216,0.435,28096
2249.655,63963.136,64028.672,61620.132,0.486,28176
2250.666,63717.376,64028.672,61477.896,0.538,28272
2251.675,63717.376,64028.672,61536.816,0.279,28336
2252.69,63963.136,64028.672,61595.876,0.331,28384
2253.698,63963.136,64028.672,61654.772,0.382,28448
2254.712,63963.136,64028.672,61713.708,0.434,28512
2255.727,63963.136,64028.672,61772.608,0.486,28576
2256.74,63979.52,64290.816,61631.82,0.278,28144
2257.747,63979.52,64290.816,61690.732,0.327,28224
2258.757,64225.28,64290.816,61749.66,0.378,28272
2259.766,64225.28,64290.816,61808.56,0.428,28336
2260.783,64225.28,64290.816,61867.46,0.478,27344
2261.796,63979.52,64290.816,61698.356,0.528,27280
2262.809,63979.52,64290.816,61757.276,0.278,27344
2263.819,64225.28,64290.816,61816.184,0.329,27392
2264.834,64225.28,64290.816,61875.104,0.38,27440
2265.847,64225.28,64290.816,61934.024,0.43,27520
2266.861,64225.28,64290.816,61992.944,0.48,27600
2267.869,64241.664,64552.96,61821.412,0.276,27568
2268.881,64241.664,64552.96,61880.312,0.327,27552
2269.885,64487.424,64552.96,61939.32,0.378,27616
2270.898,64487.424,64552.96,61998.24,0.428,27680
2271.907,64487.424,64552.96,62057.16,0.478,27696
2272.918,64503.808,64815.104,61951.364,0.528,27600
2273.925,64503.808,64815.104,62010.264,0.279,27600
2274.943,64749.568,64815.104,62069.164,0.331,27536
2275.956,64749.568,64815.104,62128.064,0.383,27472
2276.969,64749.568,64815.104,62186.984,0.435,27536
2277.984,64503.808,64815.104,62021.816,0.278,27584
2278.998,64503.808,64815.104,62080.732,0.33,27648
2280.007,64749.568,64815.104,62139.732,0.381,27696
2281.013,64749.568,64815.104,62198.632,0.433,27344
2282.025,64749.568,64815.104,62257.532,0.485,27472
2283.034,64749.568,64815.104,62316.432,0.537,27536
2284.046,64749.568,64815.104,62375.332,0.589,27584
2285.056,64503.808,64815.104,62162.06,0.278,27440
2286.07,64749.568,64815.104,62221,0.329,27504
2287.085,64749.568,64815.104,62279.9,0.376,27568
2288.097,64749.568,64815.104,62338.8,0.426,27616
2289.102,64749.568,64815.104,62397.7,0.476,27680
2290.117,64503.808,64815.104,62289.824,0.526,27728
2291.126,64503.808,64815.104,62348.744,0.279,27808
2292.141,64749.568,64815.104,62407.644,0.331,27872
2293.154,64749.568,64815.104,62466.58,0.383,27920
2294.16,64749.568,64815.104,62525.48,0.434,27984
2295.176,64749.568,64815.104,62584.396,0.484,28064
2296.18,64765.952,65077.248,62382.432,0.278,27888
2297.193,64765.952,65077.248,62441.328,0.329,27936
2298.207,65011.712,65077.248,62500.332,0.381,29056
2299.215,65011.712,65077.248,62559.212,0.433,29152
2300.229,65011.712,65077.248,62618.112,0.485,29216
2301.241,64765.952,65077.248,62479.776,0.537,29072
2302.253,64765.952,65077.248,62538.676,0.279,29120
2303.266,65011.712,65077.248,62597.624,0.331,29200
2304.278,65011.712,65077.248,62656.504,0.383,29264
2305.289,65011.712,65077.248,62715.42,0.435,29312
2306.302,65011.712,65077.248,62774.32,0.486,29392
2307.317,65028.096,65339.392,62633.7,0.277,29312
2308.33,65028.096,65339.392,62692.58,0.327,29344
2309.335,65273.856,65339.392,62751.48,0.377,29408
2310.352,65273.856,65339.392,62810.412,0.428,29472
2311.366,65273.856,65339.392,62869.328,0.48,29536
2312.379,65273.856,65339.392,62928.244,0.531,29584
2313.395,65028.096,65339.392,62723.22,0.278,29424
2314.409,65028.096,65339.392,62782.12,0.329,29472
2315.418,65273.856,65339.392,62841,0.38,29552
2316.432,65273.856,65339.392,62899.92,0.427,29600
2317.447,65273.856,65339.392,62958.836,0.478,29664
2318.451,65028.096,65339.392,62820.636,0.53,29520
2319.469,65028.096,65339.392,62879.552,0.278,29600
2320.478,65273.856,65339.392,62938.588,0.33,29648
2321.491,65273.856,65339.392,62997.504,0.381,29712
2322.506,65273.856,65339.392,63056.42,0.433,29760
2323.522,65273.856,65339.392,63115.336,0.484,29840
2324.526,65290.24,65601.536,62974.64,0.278,29712
2325.537,65290.24,65601.536,63033.52,0.328,29760
2326.548,65536,65601.536,63092.4,0.378,29808
2327.566,65536,65601.536,63151.32,0.424,29872
2328.579,65536,65601.536,63210.224,0.471,30224
2329.586,65290.24,65601.536,63054.36,0.519,30336
2330.595,65290.24,65601.536,63113.26,0.277,30160
2331.615,65536,65601.536,63172.252,0.327,30208
2332.626,65536,65601.536,63231.156,0.375,30272
2333.632,65536,65601.536,63290.06,0.423,30336
2334.638,65536,65601.536,63348.944,0.47,30400
2335.647,65552.384,65863.68,63177.492,0.273,30288
2336.662,65552.384,65863.68,63236.392,0.324,30352
2337.672,65798.144,65863.68,63295.324,0.375,30400
2338.674,65798.144,65863.68,63354.204,0.426,30384
2339.683,65798.144,65863.68,63413.104,0.477,30448
2340.694,65814.528,66125.824,63305.252,0.528,30352
2341.706,65814.528,66125.824,63364.132,0.279,30400
2342.72,66060.288,66125.824,63423.012,0.331,30448
2343.731,66060.288,66125.824,63481.904,0.382,30512
2344.742,66060.288,66125.824,63540.82,0.434,30592
2345.756,65814.528,66125.824,63377.976,0.277,30448
2346.769,65814.528,66125.824,63436.856,0.329,30512
2347.785,66060.288,66125.824,63495.812,0.381,30560
2348.8,66060.288,66125.824,63554.728,0.433,30640
2349.816,66060.288,66125.824,63613.64,0.483,30688
2350.83,66060.288,66125.824,63672.556,0.534,30752
2351.845,66060.288,66125.824,63731.468,0.585,30800
2352.854,65814.528,66125.824,63518.412,0.278,30624
2353.864,66060.288,66125.824,63577.408,0.33,30608
2354.881,66060.288,66125.824,63636.324,0.381,30656
2355.895,66060.288,66125.824,63695.24,0.433,30704
2356.91,66060.288,66125.824,63754.156,0.484,30784
2357.925,66076.672,66387.968,63649.48,0.277,30720
2358.942,66076.672,66387.968,63708.38,0.328,30752
2359.957,66322.432,66387.968,63767.34,0.379,30816
2360.969,66322.432,66387.968,63826.256,0.43,30912
2361.989,66322.432,66387.968,63885.172,0.481,30832
2363.004,66322.432,66387.968,63944.072,0.533,30912
2364.015,66076.672,66387.968,63738.9,0.278,30672
2365.027,66076.672,66387.968,63797.816,0.328,30400
2366.047,66322.432,66387.968,63856.704,0.38,29840
2367.062,66322.432,66387.968,63915.584,0.431,29712
2368.077,66322.432,66387.968,63974.464,0.483,29744
2369.097,66076.672,66387.968,63836.236,0.535,29936
2370.11,66076.672,66387.968,63895.136,0.279,29968
2371.128,66322.432,66387.968,63954.092,0.33,30016
2372.136,66322.432,66387.968,64013.008,0.381,30064
2373.147,66322.432,66387.968,64071.908,0.433,30128
2374.162,66322.432,66387.968,64130.808,0.485,30208
2375.174,66338.816,66650.112,63990.176,0.278,30368
2376.188,66338.816,66650.112,64049.076,0.33,30416
2377.207,66584.576,66650.112,64107.98,0.381,30464
2378.225,66584.576,66650.112,64166.88,0.432,30544
2379.24,66584.576,66650.112,64225.78,0.483,30592
2380.253,66338.816,66650.112,64056.752,0.533,30768
2381.265,66338.816,66650.112,64115.652,0.279,30832
2382.269,66584.576,66650.112,64174.532,0.331,30512
2383.283,66584.576,66650.112,64233.412,0.383,30528
2384.292,66584.576,66650.112,64292.328,0.435,30608
2385.304,66584.576,66650.112,64351.208,0.487,30688
2386.321,66600.96,66912.256,64179.772,0.278,30752
2387.334,66600.96,66912.256,64238.652,0.329,30800
2388.349,66846.72,66912.256,64297.532,0.38,30848
2389.363,66846.72,66912.256,64356.508,0.43,30912
2390.378,66846.72,66912.256,64415.388,0.48,30992
2391.394,66863.104,67174.4,64307.564,0.53,30992
2392.405,66863.104,67174.4,64366.44,0.276,31040
2393.42,67108.864,67174.4,64425.344,0.325,31104
2394.435,67108.864,67174.4,64484.252,0.374,31184
2395.444,67108.864,67174.4,64543.152,0.424,31232
2396.457,66863.104,67174.4,64380.232,0.276,31104
2397.473,66863.104,67174.4,64439.112,0.326,31168
2398.485,67108.864,67174.4,64498.084,0.376,31232
2399.498,67108.864,67174.4,64556.964,0.426,31296
2400.516,67108.864,67174.4,64615.88,0.476,31344
2401.528,67108.864,67174.4,64674.852,0.525,31392
2402.54,67108.864,67174.4,64733.752,0.575,31472
2403.563,66863.104,67174.4,64520.532,0.275,31264
2404.564,67108.864,67174.4,64579.432,0.325,31328
2405.58,67108.864,67174.4,64638.332,0.375,31376
2406.597,67108.864,67174.4,64697.224,0.424,31440
2407.631,67108.864,67174.4,64756.124,0.474,29536
2408.646,67125.248,67436.544,64648.284,0.524,29536
2409.654,67125.248,67436.544,64707.18,0.279,29584
2410.676,67371.008,67436.544,64766.064,0.33,29664
2411.686,67371.008,67436.544,64824.944,0.381,29712
2412.702,67371.008,67436.544,64883.824,0.433,29776
2413.711,67371.008,67436.544,64942.724,0.485,29184
2414.723,67125.248,67436.544,64740.968,0.278,28912
2415.747,67125.248,67436.544,64799.848,0.33,28704
2416.767,67371.008,67436.544,64858.852,0.381,28752
2417.779,67371.008,67436.544,64917.732,0.433,28816
2418.797,67371.008,67436.544,64976.612,0.485,28896
2419.88,67125.248,67436.544,64675.692,0.227,31184
2420.842,67125.248,67436.544,64750.444,0.277,88416
2421.861,67125.248,67436.544,64809.344,0.329,88464
2422.882,67125.248,67436.544,64868.244,0.381,88528
2423.903,67371.008,67436.544,64927.152,0.433,88560
2424.918,67371.008,67436.544,64986.052,0.485,88624
2425.937,67371.008,67436.544,65044.952,0.537,88688
2426.958,67371.008,67436.544,65103.852,0.589,88752
2428.065,67141.632,67436.544,64912.94,0.226,88672
2429.071,67125.248,67436.544,64949.812,0.226,88992
2430.076,67125.248,67436.544,65008.976,0.278,89056
2431.094,67125.248,67436.544,65068.064,0.33,89120
2432.106,67125.248,67436.544,65127.152,0.381,89152
2433.118,67371.008,67436.544,65186.244,0.433,89216
2434.13,67371.008,67436.544,65245.348,0.485,89280
2435.139,67371.008,67436.544,65304.432,0.536,88912
2436.148,67125.248,67436.544,65088.936,0.588,89200
2437.159,67371.008,67436.544,65148.088,0.278,88880
2438.17,67371.008,67436.544,65207.176,0.33,88864
2439.185,67371.008,67436.544,65266.26,0.38,88880
2440.193,67371.008,67436.544,65325.328,0.43,88944
2441.209,67403.776,67698.688,65223.032,0.276,88800
2442.233,67403.776,67698.688,65282.12,0.328,88864
2443.241,67649.536,67698.688,65341.192,0.379,88928
2444.263,67649.536,67698.688,65400.28,0.431,88992
2445.278,67649.536,67698.688,65459.348,0.482,89040
2446.296,67403.776,67698.688,65289.452,0.534,88912
2447.308,67403.776,67698.688,65348.536,0.278,88944
2448.326,67649.536,67698.688,65407.672,0.33,89008
2449.348,67649.536,67698.688,65466.76,0.381,89072
2450.367,67649.536,67698.688,65525.848,0.432,89120
2451.384,67665.92,67698.688,65612.144,0.484,89392
2452.403,67682.304,67960.832,65408.176,0.535,92080
2453.415,67682.304,67960.832,65467.176,0.278,91888
2454.432,67682.304,67960.832,65526.176,0.33,91952
2455.45,67928.064,67960.832,65585.192,0.381,92000
2456.47,67928.064,67960.832,65644.188,0.432,92064
2457.484,67928.064,67960.832,65703.184,0.483,92112
2458.504,67928.064,67960.832,65762.184,0.535,92160
2459.518,67944.448,68222.976,65611.396,0.277,92016
2460.536,68190.208,68222.976,65670.408,0.329,92080
2461.543,68190.208,68222.976,65729.388,0.381,92128
2462.56,68190.208,68222.976,65788.388,0.433,92192
2463.569,68190.208,68222.976,65847.384,0.484,89216
2464.573,67944.448,68222.976,65680.912,0.277,88976
2465.59,67944.448,68222.976,65739.912,0.329,88752
2466.606,68190.208,68222.976,65798.936,0.38,88800
2467.616,68190.208,68222.976,65857.916,0.431,88656
2468.631,68190.208,68222.976,65916.916,0.483,88704
2469.639,68190.208,68222.976,65975.916,0.535,88768
2470.656,67944.448,68222.976,65801.172,0.277,88624
2471.67,67944.448,68222.976,65860.188,0.329,88672
2472.687,68190.208,68222.976,65919.184,0.38,88736
2473.703,68190.208,68222.976,65978.184,0.431,88784
2474.72,68190.208,68222.976,66037.184,0.483,88848
2475.736,68206.592,68485.12,65928.864,0.534,88784
2476.75,68206.592,68485.12,65987.844,0.277,88832
2477.762,68452.352,68485.12,66046.844,0.327,88896
2478.779,68452.352,68485.12,66105.844,0.378,88944
2479.791,68452.352,68485.12,66164.824,0.429,89008
2480.804,68452.352,68485.12,66223.88,0.48,89072
2481.818,68206.592,68485.12,66021.664,0.274,89120
2482.829,68206.592,68485.12,66080.66,0.325,89168
2483.842,68452.352,68485.12,66139.66,0.375,89216
2484.853,68452.352,68485.12,66198.716,0.425,89280
2485.869,68452.352,68485.12,66257.712,0.476,89344
2486.883,68206.592,68485.12,66118.928,0.527,89200
2487.899,68206.592,68485.12,66177.908,0.277,89264
2488.912,68452.352,68485.12,66236.948,0.328,89312
2489.921,68452.352,68485.12,66295.948,0.379,89360
2490.934,68452.352,68485.12,66354.948,0.43,89424
2491.941,68452.352,68485.12,66413.948,0.48,89488
2492.958,68468.736,68747.264,66272.94,0.275,89360
2493.97,68468.736,68747.264,66331.92,0.326,89408
2494.977,68714.496,68747.264,66390.92,0.376,89456
2495.991,68714.496,68747.264,66449.92,0.427,89520
2497.007,68714.496,68747.264,66508.92,0.478,89552
2498.015,68468.736,68747.264,66339.468,0.529,89120
2499.032,68468.736,68747.264,66398.448,0.278,89168
2500.043,68714.496,68747.264,66457.524,0.33,89232
2501.059,68714.496,68747.264,66516.524,0.381,89296
2502.083,68714.496,68747.264,66575.524,0.433,88704
2503.098,68714.496,68747.264,66634.504,0.485,88608
2504.119,68730.88,69009.408,66462.62,0.277,88480
2505.141,68730.88,69009.408,66521.62,0.327,88528
2506.16,68976.64,69009.408,66580.644,0.377,88576
2507.173,68976.64,69009.408,66639.656,0.427,88640
2508.187,68976.64,69009.408,66698.656,0.478,88704
2509.205,68976.64,69009.408,66757.636,0.529,88128
2510.218,68993.024,69271.552,66613.984,0.276,87760
2511.233,69238.784,69271.552,66673.116,0.328,87600
2512.251,69238.784,69271.552,66732.116,0.38,87632
2513.27,69238.784,69271.552,66791.116,0.431,86448
2514.289,69238.784,69271.552,66850.128,0.482,68688
2515.309,68993.024,69271.552,66683.176,0.277,30240
2516.324,68993.024,69271.552,66742.176,0.329,30320
2517.343,69238.784,69271.552,66801.188,0.381,30336
2518.347,69238.784,69271.552,66860.188,0.433,29632
2519.361,69238.784,69271.552,66919.188,0.485,29680
2520.37,69238.784,69271.552,66978.188,0.537,26688
2521.381,68993.024,69271.552,66803.452,0.276,26544
2522.394,68993.024,69271.552,66862.452,0.328,26496
2523.407,69238.784,69271.552,66921.468,0.38,26544
2524.42,69238.784,69271.552,66980.448,0.431,26592
2525.43,69238.784,69271.552,67039.444,0.482,26656
2526.444,69255.168,69533.696,66931.144,0.533,26992
2527.459,69255.168,69533.696,66990.144,0.278,27056
2528.473,69500.928,69533.696,67049.144,0.33,27120
2529.488,69500.928,69533.696,67108.144,0.381,27168
2530.501,69500.928,69533.696,67167.144,0.433,26864
2531.516,69500.928,69533.696,67226.144,0.485,26944
2532.521,69255.168,69533.696,67023.968,0.277,27184
2533.546,69255.168,69533.696,67082.968,0.329,27216
2534.55,69500.928,69533.696,67142.068,0.381,27280
2535.565,69500.928,69533.696,67201.064,0.432,27360
2536.574,69500.928,69533.696,67260.064,0.484,27424
2537.59,69255.168,69533.696,67121.268,0.536,27152
2538.598,69255.168,69533.696,67180.264,0.277,27184
2539.607,69500.928,69533.696,67239.352,0.329,27232
2540.63,69500.928,69533.696,67298.352,0.381,27232
2541.637,69500.928,69533.696,67357.328,0.432,27296
2542.648,69500.928,69533.696,67416.328,0.484,27344
2543.661,69517.312,69795.84,67275.28,0.277,27296
2544.668,69517.312,69795.84,67334.26,0.327,27360
2545.686,69763.072,69795.84,67393.26,0.377,27312
2546.697,69763.072,69795.84,67452.276,0.427,27376
2547.706,69763.072,69795.84,67511.276,0.478,27424
2548.711,69517.312,69795.84,67341.736,0.529,27312
2549.723,69517.312,69795.84,67400.716,0.277,27360
2550.738,69763.072,69795.84,67459.736,0.328,27424
2551.748,69763.072,69795.84,67518.716,0.379,27488
2552.758,69763.072,69795.84,67577.716,0.43,28112
2553.774,69763.072,69795.84,67636.744,0.48,28368
2554.78,69779.456,70057.984,67462.044,0.53,28192
2555.787,69779.456,70057.984,67520.98,0.276,28256
2556.799,70025.216,70057.984,67579.952,0.327,28320
2557.811,70025.216,70057.984,67638.876,0.379,28384
2558.822,70025.216,70057.984,67697.8,0.431,28320
2559.831,70025.216,70057.984,67756.704,0.481,28384
2560.842,70041.6,70320.128,67585.204,0.277,28336
2561.847,70041.6,70320.128,67644.144,0.327,28368
2562.865,70287.36,70320.128,67703.108,0.377,28336
2563.879,70287.36,70320.128,67762.028,0.428,28400
2564.893,70287.36,70320.128,67820.952,0.479,28480
2565.903,70287.36,70320.128,67879.876,0.53,28512
2566.918,70041.6,70320.128,67705.5,0.275,28352
2567.932,70041.6,70320.128,67764.42,0.323,28416
2568.943,70287.36,70320.128,67823.344,0.372,28496
2569.96,70287.36,70320.128,67882.268,0.423,28544
2570.976,70287.36,70320.128,67941.188,0.473,28608
2571.992,70041.6,70320.128,67805.756,0.276,28480
2573.003,70041.6,70320.128,67864.66,0.326,28464
2574.012,70287.36,70320.128,67923.58,0.375,28512
2575.033,70287.36,70320.128,67982.5,0.425,28576
2576.041,70287.36,70320.128,68041.42,0.474,28624
2577.052,70287.36,70320.128,68100.344,0.524,28704
2578.068,70303.744,70582.272,67956.848,0.276,28816
2579.081,70549.504,70582.272,68015.788,0.328,28848
2580.086,70549.504,70582.272,68074.712,0.38,28768
2581.103,70549.504,70582.272,68133.652,0.431,28848
2582.11,70549.504,70582.272,68192.556,0.483,28848
2583.123,70303.744,70582.272,68023.384,0.534,28608
2584.136,70303.744,70582.272,68082.288,0.278,28672
2585.151,70549.504,70582.272,68141.22,0.33,28736
2586.159,70549.504,70582.272,68200.144,0.38,28784
2587.171,70549.504,70582.272,68259.068,0.431,28848
2588.186,70549.504,70582.272,68317.988,0.483,28912
2589.2,70303.744,70582.272,68146.468,0.277,28752
2590.209,70303.744,70582.272,68205.388,0.327,28816
2591.224,70549.504,70582.272,68264.336,0.379,28864
2592.238,70549.504,70582.272,68323.26,0.431,28928
2593.254,70549.504,70582.272,68382.184,0.482,28992
2594.269,70565.888,70844.416,68274.236,0.534,28896
2595.29,70565.888,70844.416,68333.16,0.278,28848
2596.295,70811.648,70844.416,68392.092,0.328,28896
2597.311,70811.648,70844.416,68450.996,0.38,28960
2598.328,70811.648,70844.416,68509.92,0.431,29040
2599.333,70811.648,70844.416,68568.844,0.482,29008
2600.343,70565.888,70844.416,68366.932,0.277,28832
2601.368,70565.888,70844.416,68425.856,0.329,28880
2602.38,70811.648,70844.416,68484.888,0.381,28944
2603.388,70811.648,70844.416,68543.808,0.432,28912
2604.399,70811.648,70844.416,68602.712,0.484,28976
2605.411,70828.032,71106.56,68464.276,0.536,28848
2606.422,70828.032,71106.56,68523.18,0.277,28912
2607.436,71073.792,71106.56,68582.088,0.327,28880
2608.449,71073.792,71106.56,68640.992,0.378,28944
2609.461,71073.792,71106.56,68699.896,0.429,28992
2610.474,71073.792,71106.56,68758.8,0.48,29072
2611.487,71090.176,71368.704,68618.212,0.273,28944
2612.498,71090.176,71368.704,68677.116,0.325,28976
2613.507,71335.936,71368.704,68736.028,0.377,29040
2614.512,71335.936,71368.704,68794.948,0.429,29120
2615.533,71335.936,71368.704,68853.916,0.481,29312
2616.536,71090.176,71368.704,68684.732,0.533,29168
2617.554,71090.176,71368.704,68743.656,0.278,29232
2618.559,71335.936,71368.704,68802.704,0.33,29296
2619.567,71335.936,71368.704,68861.628,0.381,29344
2620.582,71335.936,71368.704,68920.552,0.433,29408
2621.596,71335.936,71368.704,68979.476,0.485,29472
2622.607,71090.176,71368.704,68807.904,0.277,29328
2623.622,71090.176,71368.704,68866.828,0.329,29376
2624.626,71335.936,71368.704,68925.808,0.381,29424
2625.643,71335.936,71368.704,68984.732,0.433,29488
